Translated_Comment,Cleaned_Translated_Comment,Sentiment_Scores,Sentiment_Compound,Sentiment_Label,lstm_sentiment_labeling,lstm_sentiment_score,lstm_matches_vader,roberta_sentiment_labeling,roberta_sentiment_score,distilbert_sentiment_labeling,distilbert_sentiment_score
I don't think it will become a pandemic because humans have became smarter after COVID-19,i dont think it will become a pandemic because humans have became smarter after covid19,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.4588}",0.4588,Positive,Positive,0.6349452,1,Neutral,0.566524506,Negative,0.825746298
"always before lunar new year this coivid, i don't trust china at all",always before lunar new year this coivid i dont trust china at all,"{'neg': 0.184, 'neu': 0.816, 'pos': 0.0, 'compound': -0.4023}",-0.4023,Negative,Negative,0.56562096,1,Negative,0.876961529,Negative,0.971318901
"This time keep the virus in China. Another  sickness to spread around as the Covid was allowed. Do they have a vaccine ready like the did Covid. It's very irriating, To know that there are people in the world so concern with dominating the world they would create situation to achieve their goal no matter who dies.",this time keep the virus in china another sickness to spread around as the covid was allowed do they have a vaccine ready like the did covid its very irriating to know that there are people in the world so concern with dominating the world they would create situation to achieve their goal no matter who dies,"{'neg': 0.056, 'neu': 0.83, 'pos': 0.113, 'compound': 0.5518}",0.5518,Positive,Positive,0.6252254,1,Negative,0.874341607,Negative,0.751512349
The world is not safe at all since2020,the world is not safe at all since2020,"{'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.3412}",-0.3412,Negative,Positive,0.49019507,0,Negative,0.915752709,Negative,0.972027063
New virus ðŸ¦  in China,new virus ðÿ in china,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9686205,1,Negative,0.539392114,Negative,0.57763201
"It is painful to see Indian sick and mourning their deads. It really hurts my heart. As soon as lndia started the massive open cremitoriam, China's satellites from space were able to pick it up right away. That's how big it was, you could see the fires burning millions of bodies 10,000 km+ all the way up from sun synchronous orbit for 15 months straight. India's indoor facilities were overwhelmed that is why they have to burn the bodies outside and even that wasnt enough as weeks later, you start seeing them floating in the river, India couldn't hide it anymore. everything was exposed",it is painful to see indian sick and mourning their deads it really hurts my heart as soon as lndia started the massive open cremitoriam chinas satellites from space were able to pick it up right away thats how big it was you could see the fires burning millions of bodies 10000 km all the way up from sun synchronous orbit for 15 months straight indias indoor facilities were overwhelmed that is why they have to burn the bodies outside and even that wasnt enough as weeks later you start seeing them floating in the river india couldnt hide it anymore everything was exposed,"{'neg': 0.117, 'neu': 0.806, 'pos': 0.077, 'compound': -0.6919}",-0.6919,Negative,Negative,0.8552741,1,Negative,0.859646201,Negative,0.976738274
The fix is in but DJT WILL REDUCE  THE BIDEN / HARRIS ADMINISTRATION TO GITMO AWAITS THEM ALL ! DJT ðŸ‡ºðŸ‡²ðŸ‡ºðŸ‡²ðŸ‡ºðŸ‡²,the fix is in but djt will reduce the biden harris administration to gitmo awaits them all djt ðÿºðÿ²ðÿºðÿ²ðÿºðÿ²,"{'neg': 0.0, 'neu': 0.925, 'pos': 0.075, 'compound': 0.1154}",0.1154,Positive,Negative,0.5683146,0,Neutral,0.590694904,Negative,0.526429951
ðŸ˜‚ðŸ˜‚ðŸ˜‚ Metawhat? Does Zuckerberg own this one? The bastards never got first time and the won't get me this time. The stupidity of the world governments knows no bounds.....,ðÿðÿðÿ metawhat does zuckerberg own this one the bastards never got first time and the wont get me this time the stupidity of the world governments knows no bounds,"{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.8442}",-0.8442,Negative,Negative,0.72705036,1,Negative,0.907486558,Negative,0.925927043
Here we go again with multiple viruses . ðŸ˜‚ðŸ˜‚ðŸ˜‚,here we go again with multiple viruses ðÿðÿðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.96042216,1,Negative,0.811046422,Negative,0.732613981
It's bullshit ! Another Fauci lie before Biden leavs ! GITMO AWAITS THEM ALL  !!!,its bullshit another fauci lie before biden leavs gitmo awaits them all,"{'neg': 0.252, 'neu': 0.662, 'pos': 0.086, 'compound': -0.5423}",-0.5423,Negative,Negative,0.90082395,1,Negative,0.908244193,Negative,0.760949969
"Is this against trump,  I think thid time its intentional",is this against trump i think thid time its intentional,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9472981,1,Neutral,0.555252075,Negative,0.702162683
Meh. Who cares. More fear mongering. Weâ€:trade_mark:re not playing pandemic this time. ðŸ–•,meh who cares more fear mongering weâtrade_markre not playing pandemic this time ðÿ,"{'neg': 0.435, 'neu': 0.411, 'pos': 0.154, 'compound': -0.5367}",-0.5367,Negative,Negative,0.8478545,1,Negative,0.775513887,Negative,0.501284957
hope they have time to have lunar new year dinner 2gether b4 mass quarantine happen again..might be their last dine,hope they have time to have lunar new year dinner 2gether b4 mass quarantine happen againmight be their last dine,"{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.4404}",0.4404,Positive,Positive,0.94096977,1,Neutral,0.555474877,Negative,0.851199627
So what? You lockdown the world every time the UN names the next dangerous flu? Iâ€:trade_mark:m sick of this New World Order crap. You reptilians are going down!,so what you lockdown the world every time the un names the next dangerous flu iâtrade_markm sick of this new world order crap you reptilians are going down,"{'neg': 0.326, 'neu': 0.674, 'pos': 0.0, 'compound': -0.891}",-0.891,Negative,Negative,0.8450551,1,Negative,0.927787662,Negative,0.954715848
Wtf ðŸ¤¦,wtf ðÿ,"{'neg': 0.792, 'neu': 0.208, 'pos': 0.0, 'compound': -0.5859}",-0.5859,Negative,Negative,0.9724582,1,Negative,0.508340716,Negative,0.597738624
"Appreciate this, it's outstanding work, total backing and gratitude as a proud U.S made Brilliant fan from Kanchan Pune India.",appreciate this its outstanding work total backing and gratitude as a proud us made brilliant fan from kanchan pune india,"{'neg': 0.0, 'neu': 0.384, 'pos': 0.616, 'compound': 0.9631}",0.9631,Positive,Positive,0.95559,1,Positive,0.982917488,Positive,0.985364616
"Cherish this, it's exceptional work, full endorsement and appreciation as a proud U.S made Brilliant fan from Kanchan Pune India.",cherish this its exceptional work full endorsement and appreciation as a proud us made brilliant fan from kanchan pune india,"{'neg': 0.0, 'neu': 0.442, 'pos': 0.558, 'compound': 0.949}",0.949,Positive,Positive,0.9744256,1,Positive,0.982064128,Positive,0.983759642
First post is losing credibility because of authentic informationðŸ˜….,first post is losing credibility because of authentic informationðÿ,"{'neg': 0.245, 'neu': 0.755, 'pos': 0.0, 'compound': -0.3818}",-0.3818,Negative,Negative,0.65720195,1,Negative,0.825766206,Negative,0.966798365
Ahmedabad is not capital #palkisharma,ahmedabad is not capital palkisharma,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.97505575,1,Neutral,0.622606337,Negative,0.639040887
Doc oromi on YouTube channel I can't imagine if you're human with the level of you being extraordinary thanks for the herbs I'm really Negative of HSVâ€¢â€¢,doc oromi on youtube channel i cant imagine if youre human with the level of you being extraordinary thanks for the herbs im really negative of hsvââ,"{'neg': 0.125, 'neu': 0.784, 'pos': 0.091, 'compound': -0.2716}",-0.2716,Negative,Negative,0.81335086,1,Negative,0.476118386,Negative,0.814754009
FAKE NEWS,fake news,"{'neg': 0.756, 'neu': 0.244, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative,Negative,0.985011,1,Neutral,0.500733256,Negative,0.945416212
They want the Americans gone.,they want the americans gone,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.0772}",0.0772,Positive,Negative,0.6988655,0,Negative,0.76539427,Negative,0.982109189
Chinese products ðŸ¤¡ Chinese viruses ðŸ—¿,chinese products ðÿ chinese viruses ðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.8752707,1,Negative,0.852819502,Negative,0.574814081
"Appreciate the detailed breakdown! Just a quick off-topic question: My OKX wallet holds some USDT, and I have the seed phrase. (mistake turkey blossom warfare blade until bachelor fall squeeze today flee guitar). What's the best way to send them to Binance?",appreciate the detailed breakdown just a quick offtopic question my okx wallet holds some usdt and i have the seed phrase mistake turkey blossom warfare blade until bachelor fall squeeze today flee guitar whats the best way to send them to binance,"{'neg': 0.093, 'neu': 0.768, 'pos': 0.139, 'compound': 0.5106}",0.5106,Positive,Positive,0.99665457,1,Neutral,0.826747298,Negative,0.59005034
Will school will be closed,will school will be closed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.96593016,1,Neutral,0.719444871,Negative,0.948088467
The new year gift ðŸ˜¢,the new year gift ðÿ,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,Positive,Positive,0.9733856,1,Positive,0.642564654,Positive,0.890347242
Indians r pretty funny ðŸ˜‚,indians r pretty funny ðÿ,"{'neg': 0.0, 'neu': 0.33, 'pos': 0.67, 'compound': 0.7269}",0.7269,Positive,Positive,0.8400021,1,Positive,0.793565333,Positive,0.924903452
"Chinese don't even know they're sick but India and westoids knows this? Lmao. And why you using 2020 videos, hmm",chinese dont even know theyre sick but india and westoids knows this lmao and why you using 2020 videos hmm,"{'neg': 0.081, 'neu': 0.677, 'pos': 0.242, 'compound': 0.7421}",0.7421,Positive,Negative,0.53792727,0,Negative,0.915322721,Positive,0.507152677
The Great Controversy by EG White will tell you what is happening here.,the great controversy by eg white will tell you what is happening here,"{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.6249}",0.6249,Positive,Positive,0.98029745,1,Neutral,0.87318784,Positive,0.809205294
Coincidence that a new virus introduced again as Trump enters office. Think the Democrats are getting desperate after they released the last Corona virus. ðŸ¦ ,coincidence that a new virus introduced again as trump enters office think the democrats are getting desperate after they released the last corona virus ðÿ,"{'neg': 0.087, 'neu': 0.913, 'pos': 0.0, 'compound': -0.3182}",-0.3182,Negative,Negative,0.79537225,1,Negative,0.580051839,Negative,0.725856483
You are all lying shame on you,you are all lying shame on you,"{'neg': 0.565, 'neu': 0.435, 'pos': 0.0, 'compound': -0.7579}",-0.7579,Negative,Negative,0.95653915,1,Negative,0.90642345,Negative,0.76866734
Stop lying to people,stop lying to people,"{'neg': 0.737, 'neu': 0.263, 'pos': 0.0, 'compound': -0.6808}",-0.6808,Negative,Negative,0.9632218,1,Negative,0.846725881,Negative,0.709354103
There is only pneumonia with mycoplasma. There is no other invented virus.,there is only pneumonia with mycoplasma there is no other invented virus,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,Negative,0.8677285,1,Negative,0.670782208,Negative,0.864552557
You know you're hygiene..DO IT RIGHT..,you know youre hygienedo it right,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.908953,1,Neutral,0.794445395,Positive,0.902808726
Don't stress..,dont stress,"{'neg': 0.0, 'neu': 0.3, 'pos': 0.7, 'compound': 0.3252}",0.3252,Positive,Neutral,0.81428593,0,Neutral,0.650742292,Positive,0.610254586
Im sorry guys but i wished an prayed alot that my exams would get cancelled. So i guess this is it hehe,im sorry guys but i wished an prayed alot that my exams would get cancelled so i guess this is it hehe,"{'neg': 0.154, 'neu': 0.846, 'pos': 0.0, 'compound': -0.3919}",-0.3919,Negative,Negative,0.7548866,1,Negative,0.574603975,Negative,0.681959748
In the loot and plunder business the testing for nothing costs 18k..... treatment costs 20 rs....how about Ginger tea....,in the loot and plunder business the testing for nothing costs 18k treatment costs 20 rshow about ginger tea,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.95449644,1,Negative,0.793668151,Negative,0.876265883
Always CHINA ðŸ:trade_mark:„,always china ðÿtrade_mark,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.98015606,1,Neutral,0.811458051,Positive,0.711169124
"bullshit,  poor indian people, see all this fake news everyday,  the videos were in 2020-2022. this time just flu in winter, you even give a shit name HMPV? if you have time, try to build some toilets for your indian guys.",bullshit poor indian people see all this fake news everyday the videos were in 20202022 this time just flu in winter you even give a shit name hmpv if you have time try to build some toilets for your indian guys,"{'neg': 0.317, 'neu': 0.683, 'pos': 0.0, 'compound': -0.9495}",-0.9495,Negative,Negative,0.9728892,1,Negative,0.947056413,Negative,0.979589939
China does that for the second time for Trumpâ€:trade_mark:s reign,china does that for the second time for trumpâtrade_marks reign,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9543388,1,Neutral,0.500796914,Positive,0.682836652
"The most important thing is to be able to do it, and to be able to do it well. The COVID-19 pandemic has brought the world to a standstill, with the number of cases rising to 100,000. The most important thing is to be able to do it.",the most important thing is to be able to do it and to be able to do it well the covid19 pandemic has brought the world to a standstill with the number of cases rising to 100000 the most important thing is to be able to do it,"{'neg': 0.0, 'neu': 0.853, 'pos': 0.147, 'compound': 0.6794}",0.6794,Positive,Positive,0.78645307,1,Neutral,0.402991891,Positive,0.63060385
